displayName,height,weight,birthDate,collegeName,position,nflId
Derrick Coleman,Jun-00,233,10/18/90,UCLA,FB,2534871
Kevin Toliver,74,199,11/24/95,Louisiana State,DB,2560901
Josh Rosen,76,215,2/10/97,UCLA,QB,2560858
Bobby Wagner,72,242,6/27/90,Utah State,MLB,2532966
Tre Flowers,75,203,6/2/95,Oklahoma State,CB,2560728
Xavier Woods,71,202,7/26/95,Louisiana Tech,FS,2558159
J.C. Jackson,73,198,11/17/95,Maryland,DB,2560754
Keion Crossen,70,185,4/17/96,Western Carolina,DB,2561157
Cyrus Jones,70,200,11/29/93,Alabama,CB,2555380
DeShawn Shead,2-Jun,216,6/28/89,Portland State,CB,2535609
Brent Grimes,10-May,185,7/19/83,Shippensburg,CB,2506861
Nat Berhe,11-May,195,7/6/91,San Diego State,SS,2543643
Isaiah Johnson,Jun-00,209,10/14/92,South Carolina,S,2556567
Holton Hill,74,196,3/28/97,Texas,CB,2560741
Jake McQuaide,74,235,12/7/87,Ohio State,LS,2530852
Johnny Hekker,77,241,2/8/90,Oregon State,P,2535663
Micah Kiser,72,244,1/25/95,Virginia,LB,2560782
KhaDarel Hodge,74,205,1/3/95,Prairie View,WR,2561653
Roc Thomas,10-May,198,9/2/95,Jacksonville State,RB,2560898
Ronald Jones,71,208,8/3/97,Southern California,RB,2560770
Chase Daniel,72,229,10/7/86,Missouri,QB,81284
Jameis Winston,76,231,1/6/94,Florida State,QB,2552033
Cameron Lynch,Jun-00,229,8/4/93,Syracuse,OLB,2553774
Justin Watson,75,215,4/4/96,Pennsylvania,WR,2560051
Deon Bush,72,200,8/14/93,Miami,SS,2555155
DeAndre Houston-Carson,72,202,4/13/93,William & Mary,FS,2555381
Javon Wims,74,221,9/11/94,Georgia,WR,2560939
Joel Iyiegbuniwe,73,226,10/12/95,Western Kentucky,LB,2560750
Eric Lee,3-Jun,255,8/6/94,South Florida,DE,2556588
J'Mon Moore,75,205,5/23/95,Missouri,WR,2560814
Tony Brown,72,198,7/13/95,Alabama,CB,2560982
Taiwan Jones,72,195,7/26/88,Eastern Washington,RB,2495467
Keke Coutee,71,180,1/14/97,Texas Tech,WR,2561029
Mo Alie-Cox,77,267,9/19/93,Virginia Commonwealth,TE,2558832
Chris Milton,71,190,9/15/92,Georgia Tech,CB,2556394
Marcus Maye,72,207,3/9/93,Florida,FS,2557995
Josh Martin,75,245,11/7/91,Columbia,OLB,2541864
Calais Campbell,80,300,9/1/86,Miami,DE,744
Malik Jackson,77,290,1/11/90,Tennessee,DT,2532873
Dante Fowler Jr.,75,255,8/3/94,Florida,OLB,2553431
Kevin Pierre-Louis,72,230,10/7/91,Boston College,ILB,2543563
Maurice Smith,72,194,6/14/95,Georgia,S,2559058
Kenjon Barner,69,195,4/28/89,Oregon,RB,2539289
Walt Aikens,73,200,6/19/91,Liberty,CB,2543724
Brock Osweiler,7-Jun,240,11/22/90,Arizona State,QB,2533436
Nicholas Grigsby,2-Jun,230,7/2/92,Pittsburgh,LB,2556542
Kendrick Lewis,Jun-00,205,6/16/88,Mississippi,FS,494277
Alshon Jeffery,75,218,2/14/90,South Carolina,WR,2533039
Nick Williams,10-May,184,11/23/90,Connecticut,WR,2540279
Avonte Maddox,69,184,3/31/96,Pittsburgh,CB,2560795
Doug Baldwin,10-May,192,9/21/88,Stanford,WR,2530747
Lano Hill,73,216,11/26/95,Michigan,SS,2558077
E.J. Gaines,70,191,2/23/92,Missouri,CB,2543823
Rod Streater,2-Jun,195,2/9/88,Temple,WR,2535869
C.J. Beathard,74,215,11/16/93,Iowa,QB,2557922
Travis Benjamin,70,175,12/29/89,Miami,WR,2532790
Greg Mabin,74,195,6/25/94,Iowa,CB,2558971
Craig Robertson,73,234,2/11/88,North Texas,OLB,2532431
Jawill Davis,1-Jun,191,4/6/95,Bethune-Cookman,WR,2561317
Thomas Morstead,76,235,3/8/86,Southern Methodist,P,71407
Chris Banjo,70,207,2/26/90,Southern Methodist,SS,2541192
Zach Wood,75,255,1/10/93,Southern Methodist,LS,2556931
Vince Biegel,75,246,7/2/93,Wisconsin,LB,2557906
Justin Hardee,73,200,2/7/94,Illinois,DB,2559181
J.T. Gray,72,202,1/18/96,Mississippi State,DB,2561206
Nate Stupar,2-Jun,240,3/14/88,Penn State,ILB,2533459
Kam Moore,11-May,203,10/1/96,Boston College,DB,2560815
Tae Davis,73,224,8/14/96,Chattanooga,ILB,2561318
Chris Wormley,77,300,8/25/93,Michigan,DE,2557862
De'Lance Turner,11-May,214,8/23/95,Alcorn State,RB,2561468
Tim White,70,185,7/15/94,Arizona State,WR,2559007
L.J. Fort,72,232,1/3/90,Northern Iowa,ILB,2535613
Matt LaCosse,78,255,9/21/92,Illinois,TE,2553667
Shane Ray,3-Jun,255,5/18/93,Missouri,DE,2552451
Lenzy Pipkins,72,196,11/7/93,Oklahoma State,CB,2558988
Julian Edelman,70,200,5/22/86,Kent State,WR,238498
John Simon,74,260,10/14/90,Ohio State,DE,2539280
Arthur Maulet,70,190,7/13/93,Memphis,CB,2559087
Robert Turbin,70,225,12/2/89,Utah State,RB,2533460
George Odum,73,202,11/3/93,Central Arkansas,FS,2561131
Matthew Adams,72,229,12/12/95,Houston,ILB,2561149
Corey Moore,2-Jun,200,1/28/93,Georgia,SS,2553817
Dean Marlowe,73,208,7/25/92,James Madison,DB,2553562
Stephen Hauschka,76,210,6/29/85,North Carolina State,K,2507374
Reid Ferguson,74,235,3/24/94,Louisiana State,LS,2556526
Harrison Phillips,75,307,1/25/96,Stanford,DT,2560840
Corey Bojorquez,72,208,9/13/96,New Mexico,P,2561574
Curtis Samuel,71,195,8/11/96,Ohio State,WR,2558066
Eric Reid,73,215,12/10/91,Louisiana State,SS,2540152
Garrett Dickerson,75,248,12/30/95,Northwestern,TE,2561624
Damiere Byrd,69,180,1/27/93,South Carolina,WR,2553499
Vontaze Burfict,73,255,9/24/90,Arizona State,OLB,2533058
Nick O'Leary,75,252,8/31/92,Florida State,TE,2552403
Mason Schreck,77,252,11/4/93,Buffalo,TE,2558864
Stephone Anthony,75,245,7/28/92,Clemson,MLB,2552321
Hayden Hurst,76,245,8/24/93,South Carolina,TE,2560747
Jimmy Smith,74,210,7/26/88,Colorado,CB,2508107
Myles Garrett,76,272,12/29/95,Texas A&M,DE,2557965
Robert Tonyan,77,237,4/30/94,Indiana State,TE,2559270
Equanimeous St. Brown,77,214,9/30/96,Notre Dame,WR,2560883
Josh Jones,74,220,9/20/94,North Carolina State,SS,2558119
Cre'von LeBlanc,70,190,7/25/94,Florida Atlantic,CB,2556587
Jordan Lucas,73,190,8/2/93,Penn State,FS,2555542
Quenton Meeks,73,209,6/20/96,Stanford,CB,2560808
Henry Anderson,78,301,8/3/91,Stanford,DE,2552272
Bradley Chubb,76,275,6/24/96,North Carolina State,DE,2561020
Brian Parker,4-Jun,265,5/30/92,"Albany, N.Y.",TE,2553840
Tyler Matakevich,73,235,12/22/92,Temple,ILB,2555171
Bruce Carter,2-Jun,240,2/19/88,North Carolina,ILB,2495136
Jaylen Samuels,72,225,7/20/96,North Carolina State,RB,2560862
Sharrod Neasman,72,198,10/14/91,Florida Atlantic,SS,2556443
Matt Schaub,78,245,6/25/81,Virginia,QB,2505982
Matthew Thomas,3-Jun,244,7/21/95,Florida State,LB,2560897
Daryl Worley,73,215,2/22/95,West Virginia,CB,2555394
Melvin Ingram,74,247,4/26/89,South Carolina,DE,2532870
George Iloka,4-Jun,227,3/31/90,Boise State,FS,2532869
LaRoy Reynolds,73,240,11/3/90,Virginia,MLB,2541741
Victor Bolden,68,178,4/4/95,Oregon State,WR,2558912
Mark Barron,74,230,10/27/89,Alabama,ILB,2532789
Darrell Daniels,75,256,11/22/94,Washington,TE,2558886
Neiko Thorpe,74,210,2/11/90,Auburn,CB,2534846
Brice Butler,3-Jun,211,1/29/90,San Diego State,WR,2541388
Kayvon Webster,71,190,2/1/91,South Florida,CB,2540291
Mark Ingram,69,215,12/21/89,Alabama,RB,2495466
Maurice Harris,75,205,11/11/92,California,WR,2556404
Dan Arnold,78,220,3/15/95,Wisconsin-Platteville,TE,2559385
Michael Floyd,2-Jun,220,11/27/89,Notre Dame,WR,2532841
Kapri Bibbs,10-May,203,1/10/93,Colorado State,RB,2550542
Olivier Vernon,74,262,10/7/90,Miami,DE,2533534
Deiondre' Hall,74,206,5/31/94,Northern Iowa,CB,2555366
Tre Sullivan,Jun-00,200,12/21/93,Shepherd,DB,2559260
Andrew Adams,71,202,10/28/92,Connecticut,FS,2556456
Kemal Ishmael,72,206,5/6/91,Central Florida,FS,2541431
Vincent Rey,Jun-00,240,9/6/87,Duke,OLB,2507843
Brandon Wilson,70,200,7/27/94,Houston,S,2558786
Darius Phillips,70,190,6/26/95,Western Michigan,CB,2560839
Jordan Dangerfield,71,200,12/25/90,Towson,S,2541696
Damion Ratley,74,200,4/16/95,Texas A&M,WR,2561054
Geno Smith,75,221,10/10/90,West Virginia,QB,2539335
Justin Jackson,72,200,4/22/96,Northwestern,RB,2560756
Brandon Facyson,74,197,9/8/94,Virginia Tech,CB,2560719
Cordrea Tankersley,73,200,11/19/93,Clemson,CB,2557931
Anthony Harris,73,202,10/9/91,Virginia,FS,2553655
Mike Mitchell,1-Jun,221,6/10/87,Ohio U.,FS,238227
Terrence Brooks,71,205,3/2/92,Florida State,SS,2543712
Tyrone Swoopes,76,254,11/14/94,Texas,TE,2559263
Shaquem Griffin,72,227,7/20/95,Central Florida,LB,2560999
Thomas Davis,73,235,3/22/83,Georgia,OLB,2506352
Samaje Perine,71,240,9/16/95,Oklahoma,RB,2558138
Josh Hawkins,70,190,1/23/93,East Carolina,CB,2556550
Justin Lawler,76,265,12/23/94,Southern Methodist,DE,2559934
Jamaal Charles,11-May,199,12/27/86,Texas,RB,925
David Grinnage,5-Jun,265,2/4/94,North Carolina State,TE,2556543
Gus Edwards,73,238,4/13/95,Rutgers,RB,2561324
Josh Shaw,1-Jun,197,3/27/92,USC,CB,2552259
Adrian Clayborn,75,280,7/6/88,Iowa,DE,2495140
Trey Flowers,74,265,8/16/93,Arkansas,DE,2552278
Adam Butler,77,300,4/12/94,Vanderbilt,DT,2558924
Frank Zombo,3-Jun,254,3/5/87,Central Michigan,OLB,2507948
David Fluellen,71,224,1/28/92,Toledo,RB,2550289
Cameron Batson,68,175,12/20/95,Texas Tech,WR,2561521
Willie Henry,75,291,3/20/94,Michigan,DT,2555414
Brent Urban,79,300,5/5/91,Virginia,DE,2543765
Michael Pierce,72,345,11/6/92,Samford,DT,2556650
Derek Anderson,6-Jun,235,6/15/83,Oregon State,QB,2506546
Dontrelle Inman,75,205,1/31/89,Virginia,WR,2530700
Dontae Johnson,74,200,12/1/91,North Carolina State,CB,2543739
Cam Phillips,72,201,12/16/95,Virginia Tech,WR,2560838
Blake Bell,78,252,8/7/91,Oklahoma,TE,2552478
Andre Hal,10-May,195,5/30/92,Vanderbilt,FS,2543874
Dave Williams,1-Jun,229,6/17/94,Arkansas,RB,2561152
Cody Kessler,73,215,5/11/93,Southern California,QB,2555387
Rashad Greene,11-May,186,9/23/92,Florida State,WR,2552425
Mike Tyson,1-Jun,210,7/27/93,Cincinnati,CB,2558853
Matt Lengel,79,265,12/27/90,Eastern Kentucky,TE,2553554
KeiVarae Russell,71,196,10/19/93,Notre Dame,CB,2555547
Jeff Driskel,76,235,4/23/93,Louisiana Tech,QB,2555262
Ben Niemann,74,233,7/27/95,Iowa,LB,2561383
Charvarius Ward,73,195,5/16/96,Middle Tennessee,CB,2561417
Kalen Ballage,74,231,12/22/95,Arizona State,RB,2560967
Ameer Abdullah,69,203,6/13/93,Nebraska,RB,2552374
Tarell Basham,76,266,3/18/94,Ohio,LB,2558165
Deontay Burnett,72,186,10/4/97,Southern California,WR,2560985
Marcus Sherels,70,175,9/30/87,Minnesota,CB,2508007
Kentrell Brothers,73,242,2/8/93,Missouri,MLB,2555168
Dexter McDougle,10-May,190,4/8/91,Maryland,CB,2543608
Breshad Perriman,74,215,9/10/93,Central Florida,WR,2552597
Jack Cichy,74,238,5/5/96,Wisconsin,LB,2561022
Devante Bond,73,236,7/3/93,Oklahoma,OLB,2555307
C.J. Goodwin,75,190,2/4/90,"California, Pa.",CB,2550767
Trevon Young,76,258,4/1/95,Louisville,OLB,2560948
Solomon Thomas,75,280,8/26/95,Stanford,DE,2558018
Dominique Hatfield,10-May,178,12/13/94,Utah,CB,2559356
Ross Dwelley,77,240,1/26/95,San Diego,TE,2561060
Bennie Fowler,73,218,6/10/91,Michigan State,WR,2550198
Grant Haley,69,190,1/6/96,Penn State,CB,2561001
Josh Keyes,2-Jun,225,1/23/93,Boston College,OLB,2553719
Christian Covington,74,305,10/16/93,Rice,DT,2552602
D.J. Reader,75,347,7/1/94,Clemson,DT,2555388
Blair Brown,Jun-00,238,5/27/94,Ohio,OLB,2558241
Dee Delaney,11-May,193,2/20/95,Miami,CB,2561041
Taylor Heinicke,1-Jun,210,3/15/93,Old Dominion,QB,2553656
Rashard Robinson,2-Jun,177,7/23/95,Louisiana State,CB,2555546
Isaiah Irving,75,254,6/9/94,San Jose State,LB,2559287
Kylie Fitts,76,260,10/11/94,Utah,LB,2560724
William Gholston,78,281,7/31/91,Michigan State,DE,2540176
Carlos Dunlap,78,285,2/28/89,Florida,DE,496780
De'Vante Harris,11-May,190,6/30/94,Texas A&M,CB,2556833
Jordan Franks,76,240,2/1/96,Central Florida,HB,2561330
K.J. Wright,76,246,7/23/89,Mississippi State,OLB,2495252
Ed Dickson,76,250,7/25/87,Oregon,TE,497224
Brandon Powell,68,189,9/12/95,Florida,WR,2561261
Dymonte Thomas,2-Jun,199,11/30/93,Michigan,DB,2559293
Isaiah McKenzie,68,173,4/9/95,Georgia,WR,2558129
Dontrell Hilliard,71,202,2/26/95,Tulane,RB,2561461
Nick Nelson,71,205,10/16/96,Wisconsin,CB,2560819
Jason Cabinda,73,235,3/17/96,Penn State,LB,2560986
Kyle Wilber,76,240,4/26/89,Wake Forest,OLB,2532974
Chandler Jones,77,265,2/27/90,Syracuse,OLB,2533538
Benson Mayowa,75,265,8/3/91,Idaho,DE,2542009
Rodney Gunter,77,305,1/19/92,Delaware State,DT,2553437
Robert Nkemdiche,4-Jun,314,9/19/94,Mississippi,DT,2555336
Tyvis Powell,74,211,2/16/94,Ohio State,DB,2556655
T.J. Logan,71,195,9/3/94,North Carolina,RB,2558273
Olsen Pierre,76,293,8/27/91,Miami,DT,2553583
Raven Greene,71,197,2/2/95,James Madison,FS,2561207
John Franklin-Myers,76,288,9/26/96,Stephen F. Austin,DE,2560731
Everson Griffen,75,273,12/22/87,Southern California,DE,496790
Linval Joseph,76,329,10/10/88,East Carolina,DT,496802
Tom Johnson,3-Jun,288,8/30/84,Southern Mississippi,DT,2506779
Stephen Weatherly,77,265,3/19/94,Vanderbilt,DE,2555529
Julian Stanford,73,230,9/2/90,Wagner,ILB,2535867
Dekoda Watson,74,245,3/3/88,Florida State,OLB,496961
Nick Mullens,73,210,3/21/95,Southern Mississippi,QB,2558979
AJ McCarron,75,220,9/13/90,Alabama,QB,2543497
DeAndre Washington,68,210,2/22/93,Texas Tech,RB,2555464
Marcell Harris,72,208,6/9/94,Florida,FS,2561006
Joshua Dobbs,75,216,1/26/95,Tennessee,QB,2558167
Taquan Mizzell,70,192,10/21/93,Virginia,WR,2558975
Garrison Sanborn,1-Jun,240,7/31/85,Florida State,LS,2507731
Bryan Anger,75,205,10/6/88,California,P,2533000
Riley Bullough,2-Jun,228,11/23/93,Michigan State,LB,2558923
Ben Jacobs,4-Jun,240,4/17/88,Fresno State,OLB,2531080
Carl Nassib,79,275,4/12/93,Penn State,OLB,2555270
Denzel Rice,Jun-00,185,3/31/93,Coastal Carolina,DB,2553736
Tanner Vallejo,73,228,12/16/94,Boise State,LB,2558289
Tavierre Thomas,70,205,3/11/96,Ferris State,CB,2561278
Elijah McGuire,70,214,6/1/94,Louisiana-Lafayette,RB,2557934
Cornell Armstrong,72,185,9/22/95,Southern Mississippi,CB,2561147
Chad Beebe,70,185,6/1/94,Northern Illinois,WR,2561482
Andy Jones,73,215,6/28/94,Jacksonville,WR,2556569
Matthew Ioannidis,75,310,1/11/94,Temple,DE,2555240
Takkarist McKinley,74,265,11/2/95,UCLA,DE,2557872
Su'a Cravens,1-Jun,224,7/7/95,USC,DB,2555345
Keishawn Bierria,1-Jun,223,7/26/95,Washington,LB,2560976
River Cracraft,72,198,11/1/94,Washington State,WR,2559485
Bashaud Breeland,71,195,1/30/92,Clemson,CB,2543571
Aaron Lynch,77,285,2/8/93,South Florida,OLB,2543650
Zach Zenner,11-May,224,9/13/91,South Dakota,RB,2553631
Keith Kirkwood,75,210,12/26/94,Temple,WR,2561224
Cameron Jordan,76,287,7/10/89,California,DE,2495184
Auden Tate,77,228,2/3/97,Florida State,WR,2560890
Dwayne Washington,73,223,4/24/94,Washington,RB,2556118
Josh Robinson,10-May,200,1/8/91,Central Florida,CB,2533542
Teddy Bridgewater,74,215,11/10/92,Louisville,QB,2543465
Leonte Carroo,1-Jun,215,1/24/94,Rutgers,WR,2555215
Matt Overton,1-Jun,243,7/6/85,Western Washington,LS,2522602
Abry Jones,76,318,9/8/91,Georgia,NT,2539230
Josh Lambo,72,215,11/19/90,Texas A&M,K,2553833
Logan Cooke,77,200,7/28/95,Mississippi State,P,2561161
Trent Sherfield,73,219,2/26/96,Vanderbilt,WR,2561272
Daniel Sorensen,74,208,3/5/90,Brigham Young,SS,2550257
John Phillips,5-Jun,251,6/11/87,Virginia,TE,71435
Levi Wallace,72,179,6/12/95,Alabama,CB,2560914
Josh McCown,76,218,7/4/79,Sam Houston State,QB,2505076
Matt Barkley,74,234,9/8/90,Southern California,QB,2539308
Deon Lacey,75,235,7/18/90,West Alabama,OLB,2541848
Colton Schmidt,11-May,224,10/27/90,California-Davis,P,2542246
Eddie Yarbrough,75,259,4/24/93,Wyoming,DE,2556714
Rontez Miles,72,203,11/25/88,California (PA),FS,2540287
Cassanova McKinzy,3-Jun,252,11/17/92,Auburn,LB,2556614
Brian Hoyer,74,215,10/13/85,Michigan State,QB,81294
Hayes Pullard,Jun-00,235,4/18/92,USC,MLB,2552313
Noah Brown,74,225,1/6/96,Ohio State,WR,2558091
Chandon Sullivan,71,189,8/7/96,Georgia State,CB,2560887
Corey Coleman,71,185,7/6/94,Baylor,WR,2555333
Matt Dayes,9-May,205,9/3/94,North Carolina State,RB,2557987
Malik Turner,74,200,1/30/96,Illinois,WR,2561671
Shalom Luani,72,202,8/5/94,Washington State,FS,2558274
Adam Shaheen,78,257,10/24/94,Ashland,TE,2558144
Mike Ford,72,198,8/4/95,Southeast Missouri,CB,2561527
Ricky Jean Francois,2-Jun,309,11/23/86,LSU,DT,79583
Damon Harrison,75,350,11/29/88,William Penn,DT,2535718
Cameron Artis-Payne,10-May,215,6/23/90,Auburn,RB,2552375
Mario Addison,75,260,9/6/87,Troy,DE,2530474
Kevin Minter,72,246,12/3/90,Louisiana State,MLB,2540159
Trey Quinn,72,200,12/7/95,Southern Methodist,WR,2560847
Byron Marshall,9-May,215,2/13/94,Oregon,RB,2556841
Colt McCoy,73,212,9/5/86,Texas,QB,497123
Marcell Ateman,76,216,9/16/94,Oklahoma State,WR,2560961
Leonard Johnson,10-May,194,3/30/90,Iowa State,CB,2532878
Saeed Blacknall,74,208,3/17/96,Penn State,WR,2561300
Casey Kreiter,73,250,8/13/90,Iowa,LS,2550364
Joe Jones,72,231,2/21/94,Northwestern,LB,2559200
Colby Wadman,1-Jun,213,4/19/95,California-Davis,P,2560944
Nick Dzubnar,73,240,8/15/91,Cal Poly,ILB,2553877
Jeff Richards,2-Jun,210,1/3/91,Emporia State,CB,2558303
Tre'Von Johnson,Jun-00,232,2/10/95,Weber State,LB,2559197
DeVante Bausby,74,190,1/15/93,Pittsburg State,CB,2553790
Ben Koyack,77,258,4/9/93,Notre Dame,TE,2552396
Shaun Dion Hamilton,72,235,9/11/95,Alabama,LB,2561003
Brian Hill,73,219,11/9/95,Wyoming,HB,2558112
Johnny Holton,75,190,8/22/91,Cincinnati,WR,2556805
Keon Hatcher,1-Jun,215,9/11/94,Arkansas,WR,2558950
Brandon Williams,73,336,2/21/89,Missouri Southern,DT,2541302
Jabaal Sheard,75,268,5/10/89,Pittsburgh,DE,2495228
Margus Hunt,80,295,7/14/87,Southern Methodist,DT,2539310
Denico Autry,77,285,7/15/90,Mississippi State,DT,2550646
Tyquan Lewis,75,277,1/30/95,Ohio State,DT,2560791
Obi Melifonwu,4-Jun,224,4/5/94,Connecticut,DB,2558189
Richard Rodgers,76,257,1/22/92,California,TE,2550313
Jeff Wilson,72,194,11/16/95,North Texas,RB,2560938
David Amerson,1-Jun,205,12/8/91,North Carolina State,CB,2540170
Cameron Heyward,77,295,5/6/89,Ohio State,DT,2508109
Chris Boswell,74,185,3/16/91,Rice,K,2550545
Jordan Berry,77,195,3/18/91,Eastern Kentucky,P,2553348
Kameron Canaday,76,245,8/20/92,Portland State,LS,2556421
Sam Koch,73,222,8/13/82,Nebraska,P,2506969
Morgan Cox,76,233,4/26/86,Tennessee,LS,2508008
Robert Griffin III,74,213,2/12/90,Baylor,QB,2533033
Pharoh Cooper,71,207,3/7/95,South Carolina,WR,2555419
Jake Kumerow,76,209,2/17/92,Wisconsin-Whitewater,WR,2553548
Eddie Pleasant,10-May,210,12/17/88,Oregon,SS,2532928
Markus Golden,75,260,3/13/91,Missouri,OLB,2552273
Isaiah Ford,74,195,2/9/96,Virginia Tech,WR,2558071
Ukeme Eligwe,74,239,4/27/94,Georgia Southern,ILB,2558097
Tony Lippett,2-Jun,192,7/2/92,Michigan State,CB,2552427
Ola Adeniyi,73,248,9/12/97,Toledo,OLB,2560950
Marcus Allen,74,215,8/7/96,Penn State,DB,2560956
Bobo Wilson,9-May,186,1/25/95,Florida State,WR,2559013
Gehrig Dieter,75,208,2/24/93,Alabama,WR,2559066
Clinton McDonald,74,297,1/6/87,Memphis,DT,89758
J.D. McKissic,70,195,8/15/93,Arkansas State,RB,2556440
Adonis Alexander,75,205,11/7/96,Virginia Tech,CB,2561644
Mark Sanchez,2-Jun,232,11/11/86,USC,QB,79858
Bennie Logan,2-Jun,315,12/28/89,LSU,NT,2540163
Darius Kilgo,75,320,12/14/91,Maryland,DT,2552326
Austin Johnson,76,314,5/8/94,Penn State,NT,2556368
Nick DeLuca,3-Jun,251,1/27/95,North Dakota State,LB,2561042
Jeremiah Attaochu,75,252,1/17/93,Georgia Tech,OLB,2543717
Daniel Brown,77,247,5/26/92,James Madison,TE,2553900
Akiem Hicks,76,352,11/16/89,"Regina, Can.",DT,2533433
Jonathan Bullard,75,296,10/22/93,Florida,DE,2555335
Bilal Nichols,75,313,9/14/96,Delaware,DT,2560821
Will Redmond,71,186,12/28/93,Mississippi State,S,2555545
Darrel Williams,71,224,4/15/95,Louisiana State,RB,2560935
Brandon Bolden,71,220,1/26/90,Mississippi,RB,2532797
Jalen Davis,70,185,2/2/96,Utah State,CB,2561316
Josh Johnson,3-Jun,219,5/15/86,San Diego,QB,264
Kyle Lauletta,74,219,3/17/95,Richmond,QB,2560786
Malik Jefferson,74,240,11/15/96,Texas,LB,2560762
Pita Taumoepenu,73,245,3/9/94,Utah,LB,2558284
Jalen Tolliver,3-Jun,210,12/30/95,Arkansas-Monticello,WR,2561279
Zeke Turner,74,214,6/9/96,Washington,LB,2561283
Kelvin Sheppard,2-Jun,249,1/2/88,LSU,MLB,2495229
Darren Waller,78,255,9/13/92,Georgia Tech,TE,2552408
Eric Berry,Jun-00,212,12/29/88,Tennessee,SS,496723
Charcandrick West,10-May,205,6/2/91,Abilene Christian,RB,2550268
Mike Pennel,76,332,5/9/91,Colorado State-Pueblo,DT,2550242
Jeff Holland,2-Jun,249,9/27/95,Auburn,LB,2560743
Brandon Williams,72,200,9/9/92,Texas A&M,CB,2556371
Mike Glennon,79,225,12/12/89,North Carolina State,QB,2539275
Jerome Cunningham,75,250,5/25/91,Southern Connecticut State,TE,2551359
Keith Ford,10-May,219,4/18/94,Texas A&M,RB,2559880
Corey Thompson,73,222,12/23/93,Louisiana State,LB,2561107
Trent Murphy,78,259,12/22/90,Stanford,DE,2543503
Danny Vitale,72,239,10/26/93,Northwestern,FB,2555218
Joshua Holsey,11-May,195,6/25/94,Auburn,CB,2558858
Matt Flanagan,78,265,3/26/95,Pittsburgh,TE,2561329
Cody Davis,74,203,6/6/89,Texas Tech,FS,2541135
Robert Quinn,76,257,5/18/90,North Carolina,DE,2495485
Kenny Ladler,Jun-00,200,6/23/92,Vanderbilt,S,2550365
Eli Rogers,10-May,187,12/23/92,Louisville,WR,2553737
Justin Davis,1-Jun,199,11/11/95,USC,RB,2559163
John Kelly,70,205,10/4/96,Tennessee,RB,2560777
D.J. Alexander,74,233,9/30/91,Oregon State,OLB,2553442
B.J. Bello,75,229,10/31/94,Illinois State,MLB,2559141
Julius Peppers,7-Jun,295,1/18/80,North Carolina,DE,2505010
Kawann Short,75,315,2/2/89,Purdue,DT,2539296
Kyle Love,73,310,11/18/86,Mississippi State,NT,2507837
Ahmad Thomas,72,227,12/15/94,Oklahoma,ILB,2559037
Mike Hull,72,232,5/25/91,Penn State,MLB,2552317
Kyle Allen,75,211,3/8/96,Houston,QB,2561177
Jerry Hughes,74,254,8/13/88,Texas Christian,DE,496796
D'Onta Foreman,1-Jun,236,4/24/96,Texas,RB,2557994
Nate Sudfeld,78,227,10/7/93,Indiana,QB,2555427
Temarrick Hemingway,77,245,7/30/93,South Carolina State,TE,2555486
Arden Key,77,240,5/3/96,Louisiana State,DE,2560779
Da'Mari Scott,72,205,8/8/95,Fresno State,WR,2561403
Kyle Williams,1-Jun,303,6/10/83,Louisiana State,DT,2506931
Don Muhlbach,76,258,8/17/81,Texas A&M,LS,2505801
Matt Prater,70,201,8/10/84,Central Florida,K,2506677
Sam Martin,73,211,2/27/90,Appalachian State,P,2541311
Chris Lacy,75,205,1/28/96,Oklahoma State,WR,2560783
Allen Lazard,77,227,12/11/95,Iowa State,WR,2560787
Dallin Leavitt,70,195,8/8/94,Utah State,DB,2561585
Chad Henne,75,222,7/2/85,Michigan,QB,252
Derrick Jones,2-Jun,188,12/4/94,Mississippi,CB,2558819
Clive Walford,76,252,10/1/91,Miami,TE,2552397
De'Angelo Henderson Sr.,7-May,208,11/24/92,Coastal Carolina,RB,2557850
Mose Frazier,11-May,190,8/30/93,Memphis,WR,2556530
Travaris Cadet,1-Jun,210,2/1/89,Appalachian State,RB,2535890
Andre Smith,72,240,4/20/97,North Carolina,LB,2560875
Garrett Gilbert,76,230,7/1/91,Southern Methodist,QB,2549982
Darius Jackson,72,230,12/1/93,Eastern Michigan,RB,2556273
Alonzo Russell,4-Jun,218,9/29/92,Toledo,WR,2556672
Kasim Edebali,2-Jun,253,8/17/89,Boston College,OLB,2550647
Jeremy Langford,Jun-00,211,12/6/91,Michigan State,RB,2552379
Gerald McCoy,76,300,2/25/88,Oklahoma,DT,496816
Jason Pierre-Paul,77,275,1/1/89,South Florida,OLB,496843
Vinny Curry,75,279,6/30/88,Marshall,DE,2532825
Vita Vea,76,347,2/5/95,Washington,DT,2560909
Donnie Ernsberger,2-Jun,237,10/13/96,Western Michigan,TE,2560716
Darvin Kidsy,72,180,3/19/95,Texas Southern,WR,2561359
Jeremy Reaves,71,205,8/29/96,South Alabama,DB,2561394
Tress Way,73,220,4/18/90,Oklahoma,P,2541903
Marcus Smith,3-Jun,258,3/31/92,Louisville,LB,2543725
Andrew East,2-Jun,235,9/17/91,Vanderbilt,LS,2553798
Max McCaffrey,2-Jun,200,5/17/94,Duke,WR,2556814
Sean Mannion,78,231,4/25/92,Oregon State,QB,2552576
